#tileset
goodly-2x.png
16 16
tile208: vide
tile209: vide
tile210: vide
tile211: vide
tile212: vide
tile213: vide
tile214: vide
tile215: vide
tile216: vide
tile217: vide
tile218: vide
tile219: vide
tile220: vide
tile221: vide
tile222: vide
tile223: vide
tile224: vide
tile225: vide
tile226: vide
tile227: vide
tile228: vide
tile229: vide
tile230: vide
tile231: vide
tile232: vide
tile233: vide
tile234: vide
tile235: vide
tile236: vide
tile237: vide
tile238: vide
tile239: vide
tile240: vide
tile241: vide
tile242: vide
tile243: vide
tile244: vide
tile245: vide
tile246: vide
tile247: vide
tile248: vide
tile249: vide
tile250: vide
tile251: vide
tile252: vide
tile253: vide
tile254: vide
tile255: vide
#level
120 40
41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 
57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 56 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 28 29 29 30 8 8 8 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 8 
29 29 29 30 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 8 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 26 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 
25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 8 24 25 25 25 25 25 25 25 25 25 26 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 
41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 56 57 57 57 57 57 57 57 57 57 58 27 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 26 40 42 
41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 59 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 40 42 
41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 40 42 
57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 26 40 42 40 42 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 25 25 25 25 25 25 25 25 25 25 26 8 8 8 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 40 42 40 42 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 41 41 41 41 41 41 41 41 41 42 8 8 8 56 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 40 42 40 42 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 26 8 40 42 40 42 40 42 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 26 40 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 25 25 26 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 40 42 40 42 40 42 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 40 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 41 42 40 42 8 8 8 8 8 8 8 8 8 8 8 8 24 25 25 26 8 8 8 8 8 8 8 8 8 8 8 8 8 8 28 29 30 8 8 40 42 8 40 42 40 42 40 42 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 40 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 26 40 41 41 42 40 42 8 8 8 8 8 8 8 8 8 8 8 8 40 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 40 42 40 42 40 42 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 25 25 25 25 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 40 41 41 42 40 42 8 8 8 8 8 8 8 8 8 8 8 8 40 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 40 42 40 42 40 42 
25 25 25 25 25 26 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 40 41 41 42 40 42 8 8 8 8 8 8 8 8 8 8 8 8 56 57 57 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 40 42 40 42 40 42 
41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 28 29 30 8 8 8 8 8 8 8 8 24 25 25 25 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 8 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 
41 41 41 41 41 41 25 25 26 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 8 8 8 8 56 57 57 57 57 57 57 57 57 57 57 57 57 41 41 41 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 
41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
41 41 41 41 41 41 41 41 41 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 28 29 29 30 8 8 8 8 8 8 8 8 8 8 8 8 8 56 41 41 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
41 41 41 41 41 41 41 41 41 41 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 57 57 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
57 57 57 57 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 40 41 41 41 41 41 41 41 57 57 57 57 57 57 57 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 8 8 8 
8 8 8 8 56 57 57 57 57 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 58 8 8 8 8 8 40 41 57 57 57 57 57 58 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 28 29 29 30 8 8 8 8 8 8 8 8 8 8 8 40 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 
8 8 8 8 56 57 57 57 57 58 8 8 8 8 8 8 8 24 25 26 8 8 8 8 8 8 8 8 8 8 8 8 24 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 24 26 8 8 8 28 30 8 8 8 40 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 24 25 25 25 25 25 25 25 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 42 8 8 8 8 8 8 8 8 8 8 8 9 40 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 56 58 8 8 8 40 42 8 8 8 8 8 8 8 8 40 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 40 41 41 41 57 57 57 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 42 8 8 8 8 8 8 8 8 8 8 8 8 40 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 42 8 8 8 8 8 8 8 8 40 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 40 41 41 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 41 42 8 8 8 8 8 8 8 8 8 8 8 8 40 41 42 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 58 8 8 8 8 8 8 8 8 40 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 42 8 8 8 8 8 8 8 8 8 40 41 41 58 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 
#ENNEMI
29
#1
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
675 850
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#2
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
409 838
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#3
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
863 761
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#4
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1990 761
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#5
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1799 758
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#6
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1552 747
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#7
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1842 506
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#8
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
453 357
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#9
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
207 354
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#10
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
683 355
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#11
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
215 150
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#12
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
808 154
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#13
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1624 281
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#14
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
3478 193
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#15
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
3270 189
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#16
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
2974 189
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#17
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
2619 185
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#18
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
3106 750
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#19
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
3621 990
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#20
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
3342 978
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#21
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
2121 990
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#22
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
2356 977
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#23
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1407 963
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#24
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1169 964
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#25
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1616 1189
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#26
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
1170 1185
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#27
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
466 1168
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#28
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
22 1167
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#29
ennemi.png
0 0 32 32
#taille ennemi
32 32
#position initial
732 1172
#vitesse
2
#nombre de ressource apres la mort
4
#distance
200
#Nombre de vie
3
#RESSOURCES  @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
35
#1
bonbon
bonbon.png
0 0 15 15
#position
137 777
#2
bonbon
bonbon.png
0 0 15 15
#position
138 746
#3
bonbon
